uniqueID,reportedTime,clearedTime,timeType,siteCode,cellName,count,cell,l_cellDown,l_siteDown
U2K1N:8551:59.5615565051169146,2021-09-12 01:20:57,2021-09-12 01:23:26,on,KM2U0183,KM2U0183A1,6,2,0,0
U2K1N:8551:59.5615565156974830,2021-09-12 01:20:57,2021-09-12 01:23:26,on,KM2U0183,KM2U0183A2,6,4,0,0
U2K1N:8551:59.5615565121473129,2021-09-12 01:20:57,2021-09-12 01:23:26,on,KM2U0183,KM2U0183C1,6,5,0,0
U2K1N:8551:59.5615566356581023,2021-09-12 01:20:57,2021-09-12 01:23:26,on,KM1U0185,KM1U0185A1,6,4,0,0
U2K1N:8551:59.5615560417666900,2021-09-12 01:20:57,2021-09-12 01:23:26,on,KM2U1391,KM2U1391B2,6,1,0,0
U2K1N:8551:59.5615531812460573,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946C1,6,1,0,0
U2K1N:8551:59.5615563433294533,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612A1,6,2,0,0
U2K1N:8551:59.5615559073285479,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086C1,6,4,0,0
U2K1N:8551:59.5615563521513718,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612C1,6,1,0,0
U2K1N:8551:59.5615564944981592,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612B2,6,3,0,0
U2K1N:8551:59.5615530606207628,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963C2,6,6,0,0
U2K1N:8551:59.5615530718995590,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963A1,6,5,0,0
U2K1N:8551:59.5615531826374514,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946A2,6,5,0,0
U2K1N:8551:59.5615531819461240,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963C1,6,4,0,0
U2K1N:8551:59.5615560167472955,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086A2,6,6,0,0
U2K1N:8551:59.5615559061226346,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086B1,6,3,0,0
U2K1N:8551:59.5615530591432783,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946C2,6,3,0,0
U2K1N:8551:59.5615530596625616,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963B2,6,1,0,0
U2K1N:8551:59.5615531793906423,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946B1,6,4,0,0
U2K1N:8551:59.5615530712277049,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946A1,6,6,0,0
U2K1N:8551:59.5615531805110564,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963B1,6,3,0,0
U2K1N:8551:59.5615560190893684,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086B2,6,1,0,0
U2K1N:8551:59.5615564982507417,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612C2,6,5,0,0
U2K1N:8551:59.5615563501810832,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612B1,6,4,0,0
U2K1N:8551:59.5615563542499443,2021-09-12 01:23:25,,off,KM2U0612,KM2U0612A2,6,6,0,0
U2K1N:8551:59.5615531833852766,2021-09-12 01:23:25,,off,KM2U0963,KM2U0963A2,6,2,0,0
U2K1N:8551:59.5615558847765067,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086A1,6,5,0,0
U2K1N:8551:59.5615560210070822,2021-09-12 01:23:25,,off,KM1U0086,KM1U0086C2,6,2,0,0
U2K1N:8551:59.5615530585164892,2021-09-12 01:23:25,,off,KM1U0946,KM1U0946B2,6,2,0,0
U2K1N:8551:59.5615565092530150,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183B1,6,3,0,0
U2K1N:8551:59.5615560477408419,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391A1,6,2,0,0
U2K1N:8551:59.5615566343618478,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183C2,6,1,0,0
U2K1N:8551:59.5615560460393980,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391B2,6,2,0,0
U2K1N:8551:59.5615565115635614,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185C1,6,5,0,0
U2K1N:8551:59.5615565078490523,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185B1,6,3,0,0
U2K1N:8551:59.5615565121473129,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183C1,6,5,0,0
U2K1N:8551:59.5615560407549720,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391A1,6,4,0,0
U2K1N:8551:59.5615564963137293,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185B2,6,5,0,0
U2K1N:8551:59.5615566416668300,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185C1,6,6,0,0
U2K1N:8551:59.5615565051169146,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183A1,6,2,0,0
U2K1N:8551:59.5615566316842404,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183B2,6,6,0,0
U2K1N:8551:59.5615566369081578,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183C1,6,1,0,0
U2K1N:8551:59.5615566329790718,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185C2,6,6,0,0
U2K1N:8551:59.5615565143830854,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185A2,6,1,0,0
U2K1N:8551:59.5615561352620466,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391A2,6,5,0,0
U2K1N:8551:59.5615565043735253,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185A1,6,4,0,0
U2K1N:8551:59.5615560443387680,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391C1,6,5,0,0
U2K1N:8551:59.5615565005578622,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185C2,6,2,0,0
U2K1N:8551:59.5615560435029488,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391B1,6,3,0,0
U2K1N:8551:59.5615560417666900,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391B2,6,1,0,0
U2K1N:8551:59.5615566356581023,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185A1,6,4,0,0
U2K1N:8551:59.5615566380612053,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185B1,6,1,0,0
U2K1N:8551:59.5615560485800277,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391B1,6,3,0,0
U2K1N:8551:59.5615560468719477,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391C2,6,1,0,0
U2K1N:8551:59.5615565156974830,2021-09-12 01:23:26,,off,KM2U0183,KM2U0183A2,6,4,0,0
U2K1N:8551:59.5615566422339054,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183C2,6,5,0,0
U2K1N:8551:59.5615566435028847,2021-09-12 01:23:26,,off,KM1U0185,KM1U0185A2,6,3,0,0
U2K1N:8551:59.5615566392168660,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183A2,6,3,0,0
U2K1N:8551:59.5615566410625249,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183B2,6,2,0,0
U2K1N:8551:59.5615566302339725,2021-09-12 01:23:26,,off,KM2U0185,KM2U0185B2,6,2,0,0
U2K1N:8551:59.5615560451940468,2021-09-12 01:23:26,,off,KM1U1391,KM1U1391A2,6,6,0,0
U2K1N:8551:59.5615560427118812,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391C2,6,4,0,0
U2K1N:8551:59.5615561346851371,2021-09-12 01:23:26,,off,KM2U1391,KM2U1391C1,6,6,0,0
U2K1N:8551:59.5615565011910485,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183B1,6,4,0,0
U2K1N:8551:59.5615564969655755,2021-09-12 01:23:26,,off,KM1U0183,KM1U0183A1,6,6,0,0
U2K1N:8551:59.5615562529458676,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087B2,6,2,0,0
U2K1N:8551:59.5615564992350531,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087A1,6,3,0,0
U2K1N:8551:59.5615565104364602,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087A2,6,1,0,0
U2K1N:8551:59.5615565030894945,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087B1,6,5,0,0
U2K1N:8551:59.5615563394819464,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087C2,6,6,0,0
U2K1N:8551:59.5615565064737777,2021-09-12 01:23:27,,off,KM2U0087,KM2U0087C1,6,4,0,0
U2K1N:8551:59.5615559053935846,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180A2,6,2,0,0
U2K1N:8551:59.5615558883554263,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180B1,6,6,0,0
U2K1N:8551:59.5615558901134596,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180C1,6,1,0,0
U2K1N:8551:59.5615558432356627,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180A2,6,6,0,0
U2K1N:8551:59.5615558876663488,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180A1,6,4,0,0
U2K1N:8551:59.5615531778283967,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180C2,6,5,0,0
U2K1N:8551:59.5615531761974693,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180A1,6,2,0,0
U2K1N:8551:59.5615531771146271,2021-09-12 01:23:29,,off,KM2U0180,KM2U0180B2,6,3,0,0
U2K1N:8551:59.5615531785475204,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180B1,6,5,0,0
U2K1N:8551:59.5615558859908424,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180C2,6,1,0,0
U2K1N:8551:59.5615558422616699,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180C1,6,4,0,0
U2K1N:8551:59.5615558840841839,2021-09-12 01:23:29,,off,KM1U0180,KM1U0180B2,6,3,0,0
U2K1N:8551:59.5615797833865816,2021-09-12 01:24:37,2021-09-12 01:30:58,on,ES2U0263,ES2U0263B1,6,6,0,0
U2K1N:8551:59.5615782220721567,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078A2,6,6,0,0
U2K1N:8551:59.5615782101250047,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078C2,6,6,0,0
U2K1N:8551:59.5615780976491871,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078A1,6,1,0,0
U2K1N:8551:59.5615782068919931,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078A2,6,2,0,0
U2K1N:8551:59.5615781018606891,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078C2,6,1,0,0
U2K1N:8551:59.5615782047857198,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078C1,6,5,0,0
U2K1N:8551:59.5615781043979243,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078B1,6,3,0,0
U2K1N:8551:59.5615780997999989,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078B2,6,2,0,0
U2K1N:8551:59.5615782200341206,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078C1,6,5,0,0
U2K1N:8551:59.5615782113416513,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078B1,6,3,0,0
U2K1N:8551:59.5615782107388955,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM2U0078,KM2U0078A1,6,4,0,0
U2K1N:8551:59.5615782088787688,2021-09-12 01:24:39,2021-09-12 01:26:11,on,KM1U0078,KM1U0078B2,6,4,0,0
U2K1N:8551:59.5615759212554670,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151A1,6,6,0,0
U2K1N:8551:59.5615777338508107,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085B2,6,1,0,0
U2K1N:8551:59.5615775827259292,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083B1,6,5,0,0
U2K1N:8551:59.5615759347764878,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151C1,6,5,0,0
U2K1N:8551:59.5615764104297720,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077C1,6,3,0,0
U2K1N:8551:59.5615758373963924,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151B2,6,1,0,0
U2K1N:8551:59.5615775644345272,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085B1,6,6,0,0
U2K1N:8551:59.5615778694379571,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085A1,6,2,0,0
U2K1N:8551:59.5615779770779260,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083B2,6,5,0,0
U2K1N:8551:59.5615762411568500,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077A1,6,3,0,0
U2K1N:8551:59.5615778295152712,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083B1,6,6,0,0
U2K1N:8551:59.5615775835029817,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085A2,6,3,0,0
U2K1N:8551:59.5615758306271078,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151A1,6,5,0,0
U2K1N:8551:59.5615764138404827,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077A2,6,5,0,0
U2K1N:8551:59.5615775590074551,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085A1,6,5,0,0
U2K1N:8551:59.5615779935429710,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083A2,6,1,0,0
U2K1N:8551:59.5615774553629586,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085B2,6,3,0,0
U2K1N:8551:59.5615759229068270,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151B1,6,3,0,0
U2K1N:8551:59.5615781066310367,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083B2,6,4,0,0
U2K1N:8551:59.5615758349743735,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151C1,6,4,0,0
U2K1N:8551:59.5615778285835413,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085C2,6,2,0,0
U2K1N:8551:59.5615762476147905,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077B1,6,4,0,0
U2K1N:8551:59.5615760285402270,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077A1,6,1,0,0
U2K1N:8551:59.5615779776978987,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085C1,6,4,0,0
U2K1N:8551:59.5615779751102832,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085B1,6,1,0,0
U2K1N:8551:59.5615764223518528,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077B2,6,6,0,0
U2K1N:8551:59.5615779805892140,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083C2,6,4,0,0
U2K1N:8551:59.5615760295886980,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077B1,6,4,0,0
U2K1N:8551:59.5615779913629252,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083C1,6,6,0,0
U2K1N:8551:59.5615758363334986,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151A2,6,2,0,0
U2K1N:8551:59.5615762499917290,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077A2,6,5,0,0
U2K1N:8551:59.5615781196424957,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083C2,6,3,0,0
U2K1N:8551:59.5615775803312789,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0083,KM1U0083A1,6,2,0,0
U2K1N:8551:59.5615758339978471,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151B1,6,6,0,0
U2K1N:8551:59.5615762488342254,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077C1,6,2,0,0
U2K1N:8551:59.5615778737714427,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083A2,6,2,0,0
U2K1N:8551:59.5615758317982700,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151B2,6,1,0,0
U2K1N:8551:59.5615758330300995,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151C2,6,2,0,0
U2K1N:8551:59.5615778701510436,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083C1,6,1,0,0
U2K1N:8551:59.5615764250129462,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM1U0077,KM1U0077C2,6,2,0,0
U2K1N:8551:59.5615762779419563,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077B2,6,1,0,0
U2K1N:8551:59.5615758383792512,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM1U0151,KM1U0151C2,6,3,0,0
U2K1N:8551:59.5615779799219640,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085A2,6,6,0,0
U2K1N:8551:59.5615762804500970,2021-09-12 01:24:40,2021-09-12 01:26:12,on,KM2U0151,KM2U0151A2,6,4,0,0
U2K1N:8551:59.5615775788294452,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0085,KM2U0085C1,6,4,0,0
U2K1N:8551:59.5615777349410509,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM2U0083,KM2U0083A1,6,3,0,0
U2K1N:8551:59.5615774573441725,2021-09-12 01:24:40,2021-09-12 01:26:15,on,KM1U0085,KM1U0085C2,6,5,0,0
U2K1N:8551:59.5615763415672766,2021-09-12 01:24:40,2021-09-12 01:26:21,on,KM2U0077,KM2U0077C2,6,6,0,0
U2K1N:8551:59.5615766739381355,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308B2,6,5,0,0
U2K1N:8551:59.5615766714496615,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308C1,6,4,0,0
U2K1N:8551:59.5615762494101689,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154C1,6,5,0,0
U2K1N:8551:59.5615764287268900,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154C2,6,1,0,0
U2K1N:8551:59.5615766695897037,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510B2,6,1,0,0
U2K1N:8551:59.5615766733179528,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308A2,6,2,0,0
U2K1N:8551:59.5615766727313061,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510B1,6,5,0,0
U2K1N:8551:59.5615768039478753,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510B2,6,2,0,0
U2K1N:8551:59.5615762482444571,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154B1,6,1,0,0
U2K1N:8551:59.5615762787988437,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154B2,6,4,0,0
U2K1N:8551:59.5615764237195722,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510B1,6,4,0,0
U2K1N:8551:59.5615764130714190,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154A1,6,2,0,0
U2K1N:8551:59.5615766757550491,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510A2,6,4,0,0
U2K1N:8551:59.5615764274229367,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154B2,6,3,0,0
U2K1N:8551:59.5615768048271302,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308C1,6,1,0,0
U2K1N:8551:59.5615762468716532,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154A1,6,2,0,0
U2K1N:8551:59.5615766721108329,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510A1,6,1,0,0
U2K1N:8551:59.5615766745424191,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510C1,6,6,0,0
U2K1N:8551:59.5615766708323619,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510C2,6,2,0,0
U2K1N:8551:59.5615768237962994,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308A2,6,3,0,0
U2K1N:8551:59.5615764244105288,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154C1,6,6,0,0
U2K1N:8551:59.5615764113584534,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154C2,6,6,0,0
U2K1N:8551:59.5615764121838481,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510A1,6,6,0,0
U2K1N:8551:59.5615764230828630,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154B1,6,5,0,0
U2K1N:8551:59.5615766702233228,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308B1,6,1,0,0
U2K1N:8551:59.5615764262071452,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0154,KM2U0154A2,6,4,0,0
U2K1N:8551:59.5615764293525791,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510A2,6,5,0,0
U2K1N:8551:59.5615766763649731,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308A1,6,2,0,0
U2K1N:8551:59.5615764256122448,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308B2,6,4,0,0
U2K1N:8551:59.5615766751325469,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308C2,6,3,0,0
U2K1N:8551:59.5615764268106139,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0510,KM1U0510C1,6,3,0,0
U2K1N:8551:59.5615766689308321,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM2U1308,KM2U1308A1,6,6,0,0
U2K1N:8551:59.5615768229817669,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM2U0510,KM2U0510C2,6,3,0,0
U2K1N:8551:59.5615764280420135,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308C2,6,6,0,0
U2K1N:8551:59.5615762505835879,2021-09-12 01:24:41,2021-09-12 01:26:16,on,KM1U0154,KM1U0154A2,6,3,0,0
U2K1N:8551:59.5615768026959013,2021-09-12 01:24:41,2021-09-12 01:26:17,on,KM1U1308,KM1U1308B1,6,5,0,0
U2K1N:8551:59.5615840922686706,2021-09-12 01:25:02,2021-09-12 01:30:58,on,ES2U0263,ES2U0263A1,6,1,0,0
U2K1N:8551:59.5615841002313040,2021-09-12 01:25:02,2021-09-12 01:30:58,on,ES2U0263,ES2U0263A2,6,2,0,0
U2K1N:8551:59.5615840987151914,2021-09-12 01:25:02,2021-09-12 01:30:58,on,ES2U0263,ES2U0263C1,6,3,0,0
U2K1N:8551:59.5615782101250047,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078C2,6,6,0,0
U2K1N:8551:59.5615782107388955,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078A1,6,4,0,0
U2K1N:8551:59.5615782068919931,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078A2,6,2,0,0
U2K1N:8551:59.5615782047857198,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078C1,6,5,0,0
U2K1N:8551:59.5615782220721567,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078A2,6,6,0,0
U2K1N:8551:59.5615782200341206,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078C1,6,5,0,0
U2K1N:8551:59.5615782088787688,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078B2,6,4,0,0
U2K1N:8551:59.5615782113416513,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078B1,6,3,0,0
U2K1N:8551:59.5615780997999989,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078B2,6,2,0,0
U2K1N:8551:59.5615781043979243,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078B1,6,3,0,0
U2K1N:8551:59.5615781018606891,2021-09-12 01:26:11,,off,KM2U0078,KM2U0078C2,6,1,0,0
U2K1N:8551:59.5615780976491871,2021-09-12 01:26:11,,off,KM1U0078,KM1U0078A1,6,1,0,0
U2K1N:8551:59.5615758373963924,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151B2,6,1,0,0
U2K1N:8551:59.5615758330300995,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151C2,6,2,0,0
U2K1N:8551:59.5615758349743735,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151C1,6,4,0,0
U2K1N:8551:59.5615758363334986,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151A2,6,2,0,0
U2K1N:8551:59.5615762804500970,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151A2,6,4,0,0
U2K1N:8551:59.5615758383792512,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151C2,6,3,0,0
U2K1N:8551:59.5615758306271078,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151A1,6,5,0,0
U2K1N:8551:59.5615758339978471,2021-09-12 01:26:12,,off,KM1U0151,KM1U0151B1,6,6,0,0
U2K1N:8551:59.5615758317982700,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151B2,6,1,0,0
U2K1N:8551:59.5615759347764878,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151C1,6,5,0,0
U2K1N:8551:59.5615759229068270,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151B1,6,3,0,0
U2K1N:8551:59.5615759212554670,2021-09-12 01:26:12,,off,KM2U0151,KM2U0151A1,6,6,0,0
U2K1N:8551:59.5615778285835413,2021-09-12 01:26:15,,off,KM2U0085,KM2U0085C2,6,2,0,0
U2K1N:8551:59.5615777349410509,2021-09-12 01:26:15,,off,KM2U0083,KM2U0083A1,6,3,0,0
U2K1N:8551:59.5615779776978987,2021-09-12 01:26:15,,off,KM1U0085,KM1U0085C1,6,4,0,0
U2K1N:8551:59.5615779751102832,2021-09-12 01:26:15,,off,KM1U0085,KM1U0085B1,6,1,0,0
U2K1N:8551:59.5615778737714427,2021-09-12 01:26:15,,off,KM2U0083,KM2U0083A2,6,2,0,0
U2K1N:8551:59.5615774553629586,2021-09-12 01:26:15,,off,KM1U0085,KM1U0085B2,6,3,0,0
U2K1N:8551:59.5615775835029817,2021-09-12 01:26:15,,off,KM2U0085,KM2U0085A2,6,3,0,0
U2K1N:8551:59.5615781196424957,2021-09-12 01:26:15,,off,KM1U0083,KM1U0083C2,6,3,0,0
U2K1N:8551:59.5615775827259292,2021-09-12 01:26:15,,off,KM1U0083,KM1U0083B1,6,5,0,0
U2K1N:8551:59.5615775803312789,2021-09-12 01:26:15,,off,KM1U0083,KM1U0083A1,6,2,0,0
U2K1N:8551:59.5615775788294452,2021-09-12 01:26:15,,off,KM2U0085,KM2U0085C1,6,4,0,0
